REDE;SUBREDE;TIPO;CÓDIGO;CLIENTE;BAIRRO;CIDADE;CLASSE ;LATITUDE;LONGITUDE;PRODUTO;VENDA;DEVOLUÇÃO;% DEV
REDE PARCERIA;ANALI;SUBREDE;4227;ANALI - PANAMERICANO;DEMOCRITO ROCHA;FORTALEZA;C;-3.755808;-38.5661829;RICOTA VALE MILK 200G;R$ 27,55;R$ 0,00;0,00%
GPA;-;REDE;4284;PAO DE ACUCAR - LUCIANO CAVALCANTE (2374);LUCIANO CAVALCANTE;FORTALEZA;A;-3.772043;-38.4828363;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 246,14;R$ 0,00;0,00%
CENTERBOX;-;REDE;4293;CENTERBOX - CAUCAIA;CENTRO;CAUCAIA;C;-3.7347353;-38.6595839;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 82,54;R$ 0,00;0,00%
CENTERBOX;-;REDE;4293;CENTERBOX - CAUCAIA;CENTRO;CAUCAIA;C;-3.7347353;-38.6595839;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 309,04;R$ 0,00;0,00%
CENTERBOX;-;REDE;4293;CENTERBOX - CAUCAIA;CENTRO;CAUCAIA;C;-3.7347353;-38.6595839;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 88,90;R$ 0,00;0,00%
CENTERBOX;-;REDE;4293;CENTERBOX - CAUCAIA;CENTRO;CAUCAIA;C;-3.7347353;-38.6595839;RICOTA VALE MILK 200G;R$ 218,02;R$ 21,19;9,72%
REDE PARCERIA;COMPRE MAX;SUBREDE;4381;COMPREMAX - OFERTAO MAX;CENTRO;CAUCAIA;C;-3.72905976;-38.65588134;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 118,19;R$ 0,00;0,00%
REDE PARCERIA;COMPRE MAX;SUBREDE;4381;COMPREMAX - OFERTAO MAX;CENTRO;CAUCAIA;C;-3.72905976;-38.65588134;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 190,32;R$ 38,95;20,47%
REDE PARCERIA;COMPRE MAX;SUBREDE;4381;COMPREMAX - OFERTAO MAX;CENTRO;CAUCAIA;C;-3.72905976;-38.65588134;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 121,32;R$ 29,25;24,11%
REDE PARCERIA;COMPRE MAX;SUBREDE;4381;COMPREMAX - OFERTAO MAX;CENTRO;CAUCAIA;C;-3.72905976;-38.65588134;RICOTA VALE MILK 200G;R$ 177,53;R$ 0,00;0,00%
COMETA;-;REDE;4393;COMETA (PE ANTONIO TOMAS);ALDEOTA;FORTALEZA;A;-3.7411919;-38.4958533;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 119,63;R$ 33,43;27,94%
COMETA;-;REDE;4393;COMETA (PE ANTONIO TOMAS);ALDEOTA;FORTALEZA;A;-3.7411919;-38.4958533;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 77,75;R$ 81,44;104,74%
COMETA;-;REDE;4393;COMETA (PE ANTONIO TOMAS);ALDEOTA;FORTALEZA;A;-3.7411919;-38.4958533;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 80,82;R$ 9,72;12,03%
COMETA;-;REDE;4393;COMETA (PE ANTONIO TOMAS);ALDEOTA;FORTALEZA;A;-3.7411919;-38.4958533;RICOTA VALE MILK 200G;R$ 46,00;R$ 2,50;5,43%
CENTERBOX;-;REDE;4458;CENTERBOX - BARRA;BARRA DO CEARA;FORTALEZA;C;-3.7100856;-38.5897058;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 179,64;R$ 9,13;5,08%
CENTERBOX;-;REDE;4458;CENTERBOX - BARRA;BARRA DO CEARA;FORTALEZA;C;-3.7100856;-38.5897058;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 340,14;R$ 0,00;0,00%
CENTERBOX;-;REDE;4458;CENTERBOX - BARRA;BARRA DO CEARA;FORTALEZA;C;-3.7100856;-38.5897058;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 153,06;R$ 19,98;13,05%
CENTERBOX;-;REDE;4458;CENTERBOX - BARRA;BARRA DO CEARA;FORTALEZA;C;-3.7100856;-38.5897058;RICOTA VALE MILK 200G;R$ 191,45;R$ 33,90;17,71%
COMETA;-;REDE;4522;COMETA (ENGENHEIRO SANTANA JR);PAPICU;FORTALEZA;B;-3.7354447;-38.4816158;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 39,88;R$ 0,00;0,00%
COMETA;-;REDE;4522;COMETA (ENGENHEIRO SANTANA JR);PAPICU;FORTALEZA;B;-3.7354447;-38.4816158;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 35,60;R$ 0,00;0,00%
COMETA;-;REDE;4522;COMETA (ENGENHEIRO SANTANA JR);PAPICU;FORTALEZA;B;-3.7354447;-38.4816158;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 39,51;R$ 0,00;0,00%
COMETA;-;REDE;4522;COMETA (ENGENHEIRO SANTANA JR);PAPICU;FORTALEZA;B;-3.7354447;-38.4816158;RICOTA VALE MILK 200G;R$ 47,50;R$ 0,00;0,00%
REDE EXATA;-;VAREJO;4674;MARQUES SUPERMERCADO;MONTESE;FORTALEZA;B;-3.7634294;-38.5520525;RICOTA VALE MILK 200G;R$ 26,17;R$ 0,00;0,00%
-;OFERTASSO;SUBREDE;4786;OFERTASSO - VILA UNIAO;PARREAO;FORTALEZA;B;-3.7605617;-38.5306641;RICOTA VALE MILK 200G;R$ 27,84;R$ 0,00;0,00%
COMETA;-;REDE;4803;COMETA (JOVITA FEITOSA);PARQUELANDIA;FORTALEZA;B;-3.7403104;-38.5603054;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 277,93;R$ 9,20;3,31%
COMETA;-;REDE;4803;COMETA (JOVITA FEITOSA);PARQUELANDIA;FORTALEZA;B;-3.7403104;-38.5603054;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 194,95;R$ 0,00;0,00%
COMETA;-;REDE;4803;COMETA (JOVITA FEITOSA);PARQUELANDIA;FORTALEZA;B;-3.7403104;-38.5603054;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 245,70;R$ 0,00;0,00%
COMETA;-;REDE;4803;COMETA (JOVITA FEITOSA);PARQUELANDIA;FORTALEZA;B;-3.7403104;-38.5603054;RICOTA VALE MILK 200G;R$ 163,75;R$ 4,45;2,72%
REDE UNIFORCA;R CENTER;SUBREDE;5192;R CENTER - PAUPINA;PAUPINA;FORTALEZA;B;-3.83829143;-38.48757653;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 367,36;R$ 0,00;0,00%
REDE UNIFORCA;R CENTER;SUBREDE;5192;R CENTER - PAUPINA;PAUPINA;FORTALEZA;B;-3.83829143;-38.48757653;RICOTA VALE MILK 200G;R$ 260,13;R$ 0,00;0,00%
REDE UNIFORCA;PARA TY;SUBREDE;9295;PARA TY - ICARAI;ICARAI;CAUCAIA;C;-3.67554656;-38.66738313;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 98,05;R$ 43,89;44,76%
REDE UNIFORCA;PARA TY;SUBREDE;9295;PARA TY - ICARAI;ICARAI;CAUCAIA;C;-3.67554656;-38.66738313;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 149,47;R$ 48,38;32,37%
REDE UNIFORCA;PARA TY;SUBREDE;9295;PARA TY - ICARAI;ICARAI;CAUCAIA;C;-3.67554656;-38.66738313;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 54,24;R$ 76,14;140,37%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;9296;SUPER CUMBUCO - CAUCAIA - LJ 02;TABUBA;CAUCAIA;C;-3.64063684;-38.70421562;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 42,57;R$ 16,94;39,79%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;9296;SUPER CUMBUCO - CAUCAIA - LJ 02;TABUBA;CAUCAIA;C;-3.64063684;-38.70421562;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 82,00;R$ 0,00;0,00%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;9296;SUPER CUMBUCO - CAUCAIA - LJ 02;TABUBA;CAUCAIA;C;-3.64063684;-38.70421562;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 170,54;R$ 114,31;67,03%
REDE POUPE MAX;SUPER CUMBUCO;SUBREDE;9296;SUPER CUMBUCO - CAUCAIA - LJ 02;TABUBA;CAUCAIA;C;-3.64063684;-38.70421562;RICOTA VALE MILK 200G;R$ 42,92;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;9316;ANALI - JOQUEI CLUBE;JOQUEI CLUBE;FORTALEZA;C;-3.7606383;-38.5744964;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 237,60;R$ 0,00;0,00%
REDE PARCERIA;ANALI;SUBREDE;9316;ANALI - JOQUEI CLUBE;JOQUEI CLUBE;FORTALEZA;C;-3.7606383;-38.5744964;RICOTA VALE MILK 200G;R$ 174,00;R$ 0,00;0,00%
MAX REDE;SUPER SAO FRANCISCO;SUBREDE;9318;SAO FRANCISCO - FILIAL LJ 03;GRANJA LISBOA;FORTALEZA;C;-3.7881221;-38.6107546;RICOTA VALE MILK 200G;R$ 0,00;R$ 10,33;100,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;9319;SUPER PORTUGAL - VITAL BRASIL;GRANJA PORTUGAL;FORTALEZA;C;-3.777836;-38.597821;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 36,55;R$ 28,47;77,89%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;9319;SUPER PORTUGAL - VITAL BRASIL;GRANJA PORTUGAL;FORTALEZA;C;-3.777836;-38.597821;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 36,90;R$ 17,63;47,78%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;9319;SUPER PORTUGAL - VITAL BRASIL;GRANJA PORTUGAL;FORTALEZA;C;-3.777836;-38.597821;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 87,30;R$ 0,00;0,00%
REDE PARCERIA;SUPER PORTUGAL;SUBREDE;9319;SUPER PORTUGAL - VITAL BRASIL;GRANJA PORTUGAL;FORTALEZA;C;-3.777836;-38.597821;RICOTA VALE MILK 200G;R$ 84,39;R$ 5,63;6,67%
REDE UNIFORCA;BARATAO;SUBREDE;9326;BARATAO - PAJUCARA;JARDIM PARAISO;MARACANAU;C;-3.86330658;-38.58178138;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 40,85;R$ 8,08;19,78%
REDE UNIFORCA;BARATAO;SUBREDE;9326;BARATAO - PAJUCARA;JARDIM PARAISO;MARACANAU;C;-3.86330658;-38.58178138;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 0,00;R$ 54,45;100,00%
REDE PARCERIA;MAIS COMPRAS;SUBREDE;9338;SUPERMERCADO MAIS COMPRAS - LOJA 01;CONJUNTO PALMEIRAS;FORTALEZA;B;-3.8471058;-38.5219824;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 151,29;R$ 0,00;0,00%
REDE PARCERIA;MAIS COMPRAS;SUBREDE;9338;SUPERMERCADO MAIS COMPRAS - LOJA 01;CONJUNTO PALMEIRAS;FORTALEZA;B;-3.8471058;-38.5219824;RICOTA VALE MILK 200G;R$ 112,23;R$ 0,00;0,00%
COMETA;-;REDE;9339;COMETA (JACARECANGA);JACARECANGA;FORTALEZA;C;-3.72013;-38.54911;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 242,69;R$ 0,00;0,00%
COMETA;-;REDE;9339;COMETA (JACARECANGA);JACARECANGA;FORTALEZA;C;-3.72013;-38.54911;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 230,13;R$ 0,00;0,00%
COMETA;-;REDE;9339;COMETA (JACARECANGA);JACARECANGA;FORTALEZA;C;-3.72013;-38.54911;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 123,93;R$ 0,00;0,00%
COMETA;-;REDE;9339;COMETA (JACARECANGA);JACARECANGA;FORTALEZA;C;-3.72013;-38.54911;RICOTA VALE MILK 200G;R$ 120,50;R$ 0,00;0,00%
COMETA;-;REDE;9340;COMETA (BENI CARVALHO);ALDEOTA;FORTALEZA;A;-3.745611;-38.495747;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 39,88;R$ 0,00;0,00%
COMETA;-;REDE;9340;COMETA (BENI CARVALHO);ALDEOTA;FORTALEZA;A;-3.745611;-38.495747;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 189,20;R$ 0,00;0,00%
COMETA;-;REDE;9340;COMETA (BENI CARVALHO);ALDEOTA;FORTALEZA;A;-3.745611;-38.495747;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 205,29;R$ 29,07;14,16%
COMETA;-;REDE;9340;COMETA (BENI CARVALHO);ALDEOTA;FORTALEZA;A;-3.745611;-38.495747;RICOTA VALE MILK 200G;R$ 92,88;R$ 9,60;10,34%
COMETA;-;REDE;9341;COMETA (FATIMA);FATIMA;FORTALEZA;B;-3.7532492;-38.5276962;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 272,34;R$ 9,80;3,60%
COMETA;-;REDE;9341;COMETA (FATIMA);FATIMA;FORTALEZA;B;-3.7532492;-38.5276962;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 190,03;R$ 0,00;0,00%
COMETA;-;REDE;9341;COMETA (FATIMA);FATIMA;FORTALEZA;B;-3.7532492;-38.5276962;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 82,17;R$ 0,00;0,00%
COMETA;-;REDE;9341;COMETA (FATIMA);FATIMA;FORTALEZA;B;-3.7532492;-38.5276962;RICOTA VALE MILK 200G;R$ 24,13;R$ 0,00;0,00%
COMETA;-;REDE;9345;COMETA (MARAPONGA);MARAPONGA;FORTALEZA;C;-3.79182527;-38.5671401;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 83,19;R$ 0,00;0,00%
COMETA;-;REDE;9345;COMETA (MARAPONGA);MARAPONGA;FORTALEZA;C;-3.79182527;-38.5671401;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 187,15;R$ 0,00;0,00%
COMETA;-;REDE;9345;COMETA (MARAPONGA);MARAPONGA;FORTALEZA;C;-3.79182527;-38.5671401;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 157,68;R$ 0,00;0,00%
COMETA;-;REDE;9345;COMETA (MARAPONGA);MARAPONGA;FORTALEZA;C;-3.79182527;-38.5671401;RICOTA VALE MILK 200G;R$ 46,50;R$ 0,00;0,00%
COMETA;-;REDE;9346;COMETA (ED BR SOARES);SAPIRANGA;FORTALEZA;B;-3.7888981;-38.4759777;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 114,47;R$ 0,00;0,00%
COMETA;-;REDE;9346;COMETA (ED BR SOARES);SAPIRANGA;FORTALEZA;B;-3.7888981;-38.4759777;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 76,11;R$ 8,45;11,10%
COMETA;-;REDE;9346;COMETA (ED BR SOARES);SAPIRANGA;FORTALEZA;B;-3.7888981;-38.4759777;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 116,82;R$ 9,36;8,01%
COMETA;-;REDE;9346;COMETA (ED BR SOARES);SAPIRANGA;FORTALEZA;B;-3.7888981;-38.4759777;RICOTA VALE MILK 200G;R$ 95,13;R$ 0,00;0,00%
COMETA;-;REDE;9347;COMETA (EUSEBIO);COITE;EUSEBIO;A;-3.8795207;-38.4613795;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 78,12;R$ 0,00;0,00%
COMETA;-;REDE;9347;COMETA (EUSEBIO);COITE;EUSEBIO;A;-3.8795207;-38.4613795;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 114,17;R$ 8,04;7,04%
COMETA;-;REDE;9347;COMETA (EUSEBIO);COITE;EUSEBIO;A;-3.8795207;-38.4613795;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 204,39;R$ 0,00;0,00%
COMETA;-;REDE;9347;COMETA (EUSEBIO);COITE;EUSEBIO;A;-3.8795207;-38.4613795;RICOTA VALE MILK 200G;R$ 47,50;R$ 0,00;0,00%
CENTERBOX;-;REDE;9586;CENTERBOX - ATACAREJO;GRANJA LISBOA;FORTALEZA;C;-3.7807157;-38.6223482;RICOTA VALE MILK 200G;R$ 107,12;R$ 0,00;0,00%
COMETA;-;REDE;9602;COMETA (PASSARE);SERRINHA;FORTALEZA;C;-3.79093331;-38.53740405;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 39,02;R$ 0,00;0,00%
COMETA;-;REDE;9602;COMETA (PASSARE);SERRINHA;FORTALEZA;C;-3.79093331;-38.53740405;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 189,21;R$ 0,90;0,48%
COMETA;-;REDE;9602;COMETA (PASSARE);SERRINHA;FORTALEZA;C;-3.79093331;-38.53740405;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 121,32;R$ 0,00;0,00%
COMETA;-;REDE;9602;COMETA (PASSARE);SERRINHA;FORTALEZA;C;-3.79093331;-38.53740405;RICOTA VALE MILK 200G;R$ 47,63;R$ 0,00;0,00%
-;-;VAREJO;9618;MERC PAULO;TABUBA;CAUCAIA;C;-3.6403587;-38.7016511;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 38,70;R$ 0,00;0,00%
-;-;VAREJO;9618;MERC PAULO;TABUBA;CAUCAIA;C;-3.6403587;-38.7016511;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 39,36;R$ 0,00;0,00%
-;-;VAREJO;9618;MERC PAULO;TABUBA;CAUCAIA;C;-3.6403587;-38.7016511;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 44,55;R$ 0,00;0,00%
COMETA;-;REDE;9622;COMETA (JOAO PESSOA);DAMAS;FORTALEZA;B;-3.7570117;-38.5530651;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 232,47;R$ 9,02;3,88%
COMETA;-;REDE;9622;COMETA (JOAO PESSOA);DAMAS;FORTALEZA;B;-3.7570117;-38.5530651;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 217,42;R$ 17,31;7,96%
COMETA;-;REDE;9622;COMETA (JOAO PESSOA);DAMAS;FORTALEZA;B;-3.7570117;-38.5530651;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 204,39;R$ 0,00;0,00%
COMETA;-;REDE;9622;COMETA (JOAO PESSOA);DAMAS;FORTALEZA;B;-3.7570117;-38.5530651;RICOTA VALE MILK 200G;R$ 142,13;R$ 0,00;0,00%
COMETA;-;REDE;9631;COMETA (PRESIDENTE KENNEDY);PRESIDENTE KENNEDY;FORTALEZA;B;-3.7302312;-38.568373;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 273,20;R$ 0,00;0,00%
COMETA;-;REDE;9631;COMETA (PRESIDENTE KENNEDY);PRESIDENTE KENNEDY;FORTALEZA;B;-3.7302312;-38.568373;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 192,83;R$ 0,00;0,00%
COMETA;-;REDE;9631;COMETA (PRESIDENTE KENNEDY);PRESIDENTE KENNEDY;FORTALEZA;B;-3.7302312;-38.568373;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 41,31;R$ 0,00;0,00%
COMETA;-;REDE;9631;COMETA (PRESIDENTE KENNEDY);PRESIDENTE KENNEDY;FORTALEZA;B;-3.7302312;-38.568373;RICOTA VALE MILK 200G;R$ 163,75;R$ 0,00;0,00%
MIX MATEUS;-;REDE;9635;MATEUS - MARACANAU;PAJUCARA;MARACANAU;C;-3.8782661;-38.59633799;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 518,76;R$ 114,12;22,00%
MIX MATEUS;-;REDE;9635;MATEUS - MARACANAU;PAJUCARA;MARACANAU;C;-3.8782661;-38.59633799;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 503,73;R$ 9,02;1,79%
MIX MATEUS;-;REDE;9635;MATEUS - MARACANAU;PAJUCARA;MARACANAU;C;-3.8782661;-38.59633799;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 471,75;R$ 41,74;8,85%
MIX MATEUS;-;REDE;9635;MATEUS - MARACANAU;PAJUCARA;MARACANAU;C;-3.8782661;-38.59633799;RICOTA VALE MILK 200G;R$ 372,94;R$ 0,00;0,00%
-;-;VAREJO;10745;CIA DA CARNE;PARQUE BOA VISTA;CAUCAIA;C;-3.7600164;-38.6160465;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 158,67;R$ 0,00;0,00%
-;-;VAREJO;10745;CIA DA CARNE;PARQUE BOA VISTA;CAUCAIA;C;-3.7600164;-38.6160465;RICOTA VALE MILK 200G;R$ 28,13;R$ 0,00;0,00%
REDE PARCERIA;SUPER LUA;SUBREDE;10749;SUPER LUA - PROF MURILO;VICENTE PINZON;FORTALEZA;B;-3.7242051;-38.4636954;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 76,26;R$ 0,00;0,00%
REDE PARCERIA;SUPER LUA;SUBREDE;10749;SUPER LUA - PROF MURILO;VICENTE PINZON;FORTALEZA;B;-3.7242051;-38.4636954;RICOTA VALE MILK 200G;R$ 108,17;R$ 0,00;0,00%
MIX MATEUS;-;REDE;10756;MATEUS - HENRIQUE JORGE;DOM LUSTOSA;FORTALEZA;C;-3.75714249;-38.59061584;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 228,10;R$ 190,80;83,65%
MIX MATEUS;-;REDE;10756;MATEUS - HENRIQUE JORGE;DOM LUSTOSA;FORTALEZA;C;-3.75714249;-38.59061584;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 265,11;R$ 0,49;0,18%
MIX MATEUS;-;REDE;10756;MATEUS - HENRIQUE JORGE;DOM LUSTOSA;FORTALEZA;C;-3.75714249;-38.59061584;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 315,45;R$ 0,16;0,05%
MIX MATEUS;-;REDE;10756;MATEUS - HENRIQUE JORGE;DOM LUSTOSA;FORTALEZA;C;-3.75714249;-38.59061584;RICOTA VALE MILK 200G;R$ 219,38;R$ 0,00;0,00%
MIX MATEUS;-;REDE;10758;MATEUS - MARANGUAPE;TANGUEIRA;MARANGUAPE;C;-3.89666198;-38.67373332;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 269,78;R$ 0,00;0,00%
MIX MATEUS;-;REDE;10758;MATEUS - MARANGUAPE;TANGUEIRA;MARANGUAPE;C;-3.89666198;-38.67373332;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 382,12;R$ 0,00;0,00%
MIX MATEUS;-;REDE;10758;MATEUS - MARANGUAPE;TANGUEIRA;MARANGUAPE;C;-3.89666198;-38.67373332;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 511,43;R$ 0,00;0,00%
MIX MATEUS;-;REDE;10758;MATEUS - MARANGUAPE;TANGUEIRA;MARANGUAPE;C;-3.89666198;-38.67373332;RICOTA VALE MILK 200G;R$ 328,61;R$ 0,00;0,00%
COMETA;-;REDE;10946;COMETA (CENTRO);CARLITO PAMPLONA;FORTALEZA;C;-3.7216531;-38.540229;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 227,31;R$ 0,00;0,00%
COMETA;-;REDE;10946;COMETA (CENTRO);CARLITO PAMPLONA;FORTALEZA;C;-3.7216531;-38.540229;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 160,43;R$ 4,92;3,07%
COMETA;-;REDE;10946;COMETA (CENTRO);CARLITO PAMPLONA;FORTALEZA;C;-3.7216531;-38.540229;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 287,91;R$ 9,00;3,13%
COMETA;-;REDE;10946;COMETA (CENTRO);CARLITO PAMPLONA;FORTALEZA;C;-3.7216531;-38.540229;RICOTA VALE MILK 200G;R$ 164,25;R$ 53,27;32,43%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 118,34;R$ 32,66;27,60%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL TRAD VALE MILK 250G;R$ 147,87;R$ 57,66;38,99%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;QUEIJO MINAS FRESCAL ZERO VALE MILK 250G;R$ 118,62;R$ 59,97;50,56%
COMETA;-;REDE;10947;COMETA (MESSEJANA);MESSEJANA;FORTALEZA;B;-3.8194224;-38.4817816;RICOTA VALE MILK 200G;R$ 96,38;R$ 33,83;35,10%
COMETA;-;REDE;10948;COMETA (MONDUBIM);MONDUBIM;FORTALEZA;C;-3.81050075;-38.57394099;QUEIJO MINAS FRESCAL LIGHT VALE MILK 250G;R$ 159,59;R$ 32,02;20,06%
